Gene	log10_ci_low	log10_ci_high	log10_map
RXFP3	-6.13393123	-1.88803561	-3.36110144
RXFP4	-5.44449264	-0.2807441	-1.30160034
RXRA	-1.3309782	-0.09387298	-0.63098395
RXRB	-1.54895414	-0.33439498	-0.94743987
RXRG	-1.42500839	-0.30140874	-0.89755925
RYBP	-6.12828177	-1.7171943	-2.47435911
RYK	-1.16379509	-0.08122295	-0.51759013
RYR1	-1.90321076	-1.52874016	-1.70043035
RYR2	-1.39187949	-1.04326982	-1.21256821
RYR3	-1.49757216	-1.12680728	-1.31335483
S100A1	-6.20478022	-1.85006224	-3.44966512
S100A10	-6.04964293	-0.23342665	-1.17210098
S100A11	-6.22422811	-2.25968721	-4.22003682
S100A12	-6.11799816	-0.25689757	-1.1238366
S100A13	-5.8726385	-0.12888643	-1.07241207
S100A14	-5.66950627	-0.0561071	-0.99067676
S100A3	-5.87217294	-0.13771863	-1.08865065
S100A5	-6.17514248	-1.42756569	-2.68695534
S100A6	-6.0426168	-0.21364821	-1.14967571
S100A7	-6.15654645	-0.29662428	-1.20740397
S100A7A	-6.12976792	-0.28991913	-1.22185849
S100A7L2	-6.01977704	-0.22191361	-1.1638762
S100A8	-6.12746234	-0.24956192	-1.21073757
S100A9	-6.14590334	-0.27054141	-1.19245578
S100B	-6.1936791	-1.47070641	-2.4349971
S100P	-6.20356776	-0.76897851	-1.68138839
S100PBP	-1.24962093	-0.0905457	-0.58895819
S1PR1	-1.59429689	-0.08014613	-0.73140634
S1PR2	-6.07033988	-1.48280915	-2.1356452
S1PR3	-4.59618618	-0.00419668	-0.89102305
S1PR4	-5.94244277	-0.82889837	-1.62730719
S1PR5	-6.10673221	-1.14547911	-2.05198314
SAA1	-6.13737169	-1.68666342	-2.53078448
SAA2	-6.18830307	-1.95483824	-3.29507516
SAA4	-5.70047747	-0.0598354	-1.02743092
SAAL1	-6.09714715	-2.17563565	-3.3725505
SAC3D1	-6.19108728	-1.89471744	-3.0468645
SACM1L	-2.59689272	-1.31036423	-1.73149406
SACS	-1.92705262	-1.4737842	-1.66705689
SAE1	-1.30096441	-0.09318664	-0.56904383
SAFB	-0.94945603	-0.06062711	-0.40363695
SAFB2	-1.72877684	-0.98862776	-1.37331443
SAG	-6.16611211	-2.27288471	-3.65430401
SALL1	-1.30451357	-0.26712895	-0.77225963
SALL2	-4.54032009	-1.18513801	-1.77427062
SALL3	-6.19086203	-2.31799476	-3.6341076
SALL4	-1.02595564	-0.06444158	-0.46220592
SAMD1	-5.72968312	-0.94056645	-1.67517624
SAMD10	-6.06159915	-1.34335515	-1.98473711
SAMD11	-5.93186522	-1.6647387	-2.29658751
SAMD12	-5.45599947	-0.85753325	-1.60943883
SAMD13	-6.08723977	-0.92647148	-1.71059243
SAMD14	-3.73588106	-1.04181045	-1.66620803
SAMD15	-6.16657452	-2.16369639	-3.25950962
SAMD3	-6.04882866	-2.07415511	-3.08798204
SAMD4A	-1.45254342	-0.46323847	-1.00471403
SAMD4B	-1.06880155	-0.07196081	-0.50746834
SAMD5	-6.1370774	-1.3042883	-3.60627284
SAMD7	-6.1208723	-2.0666105	-3.41629906
SAMD8	-2.0872745	-0.92969771	-1.44951521
SAMD9	-5.98594651	-2.01037972	-3.15271617
SAMD9L	-5.95165259	-2.14319263	-2.99945712
SAMHD1	-5.94275301	-1.86180734	-2.46958299
SAMM50	-3.66022365	-1.14882331	-1.71759525
SAMSN1	-5.48522654	-1.24658831	-1.84296269
SAP130	-1.14697269	-0.21211971	-0.6950944
SAP18	-6.20461308	-2.20379226	-3.78394838
SAP25	-5.66328807	-0.05020885	-0.99576125
SAP30	-5.46068445	-0.34361798	-1.35303109
SAP30BP	-6.18431265	-2.26469837	-3.2335163
SAP30L	-2.28990642	-0.49130156	-1.32262996
SAPCD1	-6.10965747	-2.20169548	-3.15754326
SAPCD2	-2.52723451	-0.47029583	-1.3613884
SAR1A	-3.33449475	-0.00748637	-0.81274954
SAR1B	-6.05938382	-1.65126858	-2.25170953
SARDH	-5.95259512	-2.04961221	-2.91497501
SARM1	-6.19786415	-2.29409586	-3.67037196
SARNP	-1.37693129	-0.09779489	-0.68866976
SARS	-1.07301068	-0.07142194	-0.5148182
SARS2	-3.18654601	-1.14864496	-1.71472859
SART1	-1.32486812	-0.40777717	-0.88477982
SART3	-1.67173836	-1.03288305	-1.36486217
SASH1	-1.48172258	-0.70865517	-1.09832293
SASS6	-2.34570363	-1.2530292	-1.65106701
SAT2	-6.08622026	-1.45463365	-2.22919037
SATB1	-1.79285888	-1.01207567	-1.40412852
SATB2	-1.05833095	-0.0674906	-0.47933934
SAV1	-2.07268785	-1.02287293	-1.48669202
SAYSD1	-6.12464532	-2.00439094	-3.76262837
SBDS	-6.18379886	-2.42670616	-3.63416752
SBF1	-1.5564655	-0.99429404	-1.28769355
SBF2	-1.81015148	-1.34686555	-1.56535075
SBK1	-2.79574718	-0.00665636	-0.83253869
SBK2	-6.13044782	-1.74634575	-3.18489981
SBK3	-5.4514616	-0.01588885	-0.95455559
SBNO1	-0.7869248	-0.04254654	-0.33126066
SBNO2	-3.06207624	-1.30189224	-1.82856981
SBSN	-5.99662065	-1.64916069	-2.23743955
SBSPON	-6.1209437	-1.9838282	-2.77101472
SC5D	-5.85345418	-1.19540064	-1.80189214
SCAF1	-1.02305657	-0.06533371	-0.46627156
SCAF11	-1.32361178	-0.51830707	-0.94499262
SCAF4	-0.84792473	-0.04885765	-0.38099999
SCAF8	-0.82127591	-0.04813746	-0.34908149
SCAI	-1.33034785	-0.40484813	-0.88967492
SCAMP1	-1.4420207	-0.09703766	-0.68559888
SCAMP2	-2.58113645	-0.72966262	-1.45518364
SCAMP3	-5.83537671	-1.48551145	-2.05463063
SCAMP4	-6.10066685	-1.71264198	-2.68163933
SCAMP5	-1.67164742	-0.06723178	-0.78541128
SCAND1	-5.96597287	-0.16727938	-1.11816551
SCAND3	-4.36863695	-1.28755352	-1.93951077
SCAP	-2.14865584	-1.35303562	-1.65299359
SCAPER	-2.12435043	-1.48554146	-1.73051458
SCARA3	-5.25233649	-1.19937169	-1.80060305
SCARA5	-5.52467605	-1.22499361	-1.83378696
SCARB1	-5.37292715	-1.19662343	-1.7883716
SCARB2	-3.89673662	-1.02843779	-1.658368
SCARF1	-4.95945653	-1.25295329	-1.93909117
SCARF2	-1.6078314	-0.53307685	-1.12971629
SCCPDH	-6.07672341	-2.07653858	-3.12254415
SCD	-1.40291459	-0.0955519	-0.71117079
SCD5	-5.88320299	-1.30428463	-1.8849742
SCEL	-6.10848852	-2.19649198	-3.33294438
SCFD1	-1.61250169	-0.79287999	-1.21071935
SCFD2	-6.01383402	-1.70968349	-2.42099109
SCG2	-1.74166343	-0.55114163	-1.21380026
SCG3	-1.55283104	-0.32964668	-0.9799982
SCG5	-6.08458432	-1.75661115	-2.39394562
SCGB1C1	-6.21672301	-2.24671934	-4.27813503
SCGB1D2	-5.78461355	-0.10073124	-1.04001029
SCGB1D4	-5.82139856	-0.10949054	-1.0287193
SCGB2A1	-5.92113484	-0.1678782	-1.09699358
SCGB2A2	-5.7586632	-0.09184115	-1.03013848
SCGB3A1	-6.10019613	-0.24394931	-1.19773544
SCGB3A2	-5.94175074	-0.16752526	-1.0847
SCGN	-5.92234661	-1.38245737	-2.09365321
SCHIP1	-1.4235698	-0.09247628	-0.64294444
SCIMP	-6.11270909	-1.62598016	-2.67854103
SCIN	-6.1322818	-2.20441962	-3.59478885
SCLT1	-6.08704285	-2.04230604	-3.15395272
SCLY	-6.01584016	-1.73736948	-2.57540643
SCMH1	-1.73822539	-0.84794119	-1.33076728
SCML4	-6.06299785	-1.86411692	-2.81288236
SCN10A	-5.67111112	-1.82239557	-2.91579445
SCN11A	-4.60901913	-1.54593456	-2.24166086
SCN1A	-0.87282641	-0.13655965	-0.47354015
SCN1B	-5.51224521	-0.02142348	-0.97188538
SCN2A	-0.94070856	-0.14976497	-0.52219613
SCN2B	-6.03258171	-0.99385509	-1.7379344
SCN3A	-1.32320579	-0.65793141	-1.00747519
SCN3B	-1.50875148	-0.09087854	-0.7173539
SCN4A	-5.95394574	-1.98877514	-3.2220562
SCN4B	-6.21233229	-2.09100298	-3.53768823
SCN5A	-1.69212085	-1.17083764	-1.43456714
SCN7A	-6.22315404	-2.83361432	-4.88582476
SCN8A	-1.56009617	-0.99487724	-1.28132935
SCN9A	-5.22060878	-1.61128293	-2.36937784
SCNM1	-6.0143551	-1.74855614	-2.56580853
SCNN1A	-3.131469	-1.23848801	-1.80033169
SCNN1B	-4.41045911	-1.2528666	-1.81209465
SCNN1D	-6.15814361	-2.23103706	-3.3991608
SCNN1G	-1.68772365	-0.71825299	-1.21871935
SCO1	-3.69506385	-0.4078048	-1.37940846
SCO2	-6.13373492	-1.82013555	-2.46856993
SCOC	-4.25173815	-0.00736075	-0.87425774
SCP2	-6.17300982	-2.26247645	-3.48026075
SCP2D1	-6.21726342	-1.87785383	-4.17727998
SCPEP1	-6.06713772	-2.07402601	-3.78395491
SCRG1	-5.93360801	-0.14895903	-1.08042358
SCRIB	-1.65205888	-0.98932603	-1.33434964
SCRN1	-5.44707311	-0.96096227	-1.65705738
SCRN2	-6.18766891	-2.30117633	-3.78976843
SCRN3	-6.16014993	-2.05131769	-4.35895254
SCRT1	-4.51654994	-0.00611487	-0.88172016
SCRT2	-3.62341549	-0.00587027	-0.86233532
SCT	-6.22160335	-2.10214384	-4.2101957
SCTR	-6.0244321	-2.007066	-3.03378086
SCUBE1	-1.44309105	-0.59086101	-1.01229647
SCUBE2	-5.94727642	-2.05895222	-2.78190316
SCUBE3	-0.90361825	-0.05368702	-0.40113199
SCYL1	-2.03919398	-1.22340341	-1.56665955
SCYL2	-1.90618558	-1.10992738	-1.47614419
SCYL3	-4.87069313	-1.33930907	-1.90693031
SDAD1	-3.1057255	-1.42472636	-1.8653333
SDC1	-5.99707011	-1.26296753	-1.94556528
SDC2	-5.31588967	-0.25031676	-1.2847402
SDC3	-2.30920143	-0.00683883	-0.81734427
SDC4	-6.21437278	-2.32077021	-3.5455365
SDCBP	-6.08889713	-1.59374668	-2.2025008
SDCBP2	-6.17880253	-2.50077963	-4.71644423
SDCCAG3	-6.10682556	-1.9871752	-2.97454154
SDCCAG8	-6.03254502	-1.95382823	-2.62904713
SDE2	-5.78052154	-1.53386846	-2.1100716
SDF2	-5.36045714	-0.5840704	-1.47467453
SDF2L1	-4.34300904	-0.00212076	-0.89809318
SDF4	-4.10582229	-0.42233519	-1.3981893
SDHA	-5.94965874	-2.02138327	-3.28165583
SDHAF1	-6.20691778	-0.35434836	-1.38422035
SDHAF2	-6.22862576	-2.50649501	-4.46772813
SDHB	-5.9425179	-1.65162984	-2.25109214
SDHC	-6.14393046	-1.93545665	-3.28739448
SDHD	-1.62826188	-0.07132057	-0.74819836
SDK1	-1.73058139	-1.23785233	-1.46879993
SDK2	-1.62887539	-1.11202938	-1.37464426
SDPR	-5.96806526	-1.38454286	-2.09338842
SDR16C5	-1.68873856	-0.06761105	-0.7742903
SDR39U1	-6.11681546	-1.9818806	-2.81126212
SDR9C7	-5.83858344	-0.97223624	-1.69806956
SDS	-6.10696947	-1.68287805	-2.4815713
SDSL	-6.17590954	-2.31348968	-3.1365155
SEC11A	-2.19232003	-0.5108129	-1.29793349
SEC11C	-3.35462266	-0.00299406	-0.84419862
SEC13	-2.68285981	-0.85245366	-1.52785742
SEC14L1	-1.7403575	-0.85552604	-1.30320381
SEC14L2	-4.69211824	-1.19449124	-1.77118259
SEC14L3	-6.06138785	-2.09925557	-3.15694343
SEC14L4	-6.0751473	-2.18745421	-3.05407007
SEC14L5	-5.86558148	-1.69823019	-2.28653389
SEC14L6	-1.32071666	-0.09191919	-0.57480126
SEC16A	-1.90345524	-1.32848401	-1.58348897
SEC16B	-6.03889091	-2.03347785	-3.37944661
SEC22A	-2.02379989	-0.55119319	-1.28383941
SEC22C	-6.20156625	-2.28951941	-3.45256036
SEC23A	-2.73912967	-1.44880536	-1.83691072
SEC23B	-5.92733813	-1.88391438	-2.80332129
SEC23IP	-6.01800892	-1.95329064	-2.91185178
SEC24A	-1.99574898	-1.31303609	-1.61351152
SEC24B	-1.24244187	-0.36677869	-0.82306186
SEC24C	-1.43221094	-0.5891421	-1.0438901
SEC24D	-2.06783523	-1.31035154	-1.61636076
SEC31A	-3.17605394	-1.42657178	-1.93233288
SEC31B	-5.93316378	-1.95906989	-2.77729461
SEC61A1	-1.11335162	-0.07281754	-0.54941313
SEC61A2	-1.65833796	-0.71204602	-1.20674419
SEC61B	-4.58023605	-0.00991963	-0.89769006
SEC61G	-5.87015455	-0.14701341	-1.08857762
SEC62	-1.52402524	-0.32794138	-0.91100552
SEC63	-2.33738299	-1.42607356	-1.74261246
SECISBP2	-5.2153555	-1.35956968	-2.03209046
SECISBP2L	-1.6468201	-0.93869885	-1.30777854
SECTM1	-4.36202605	-0.0119503	-0.86813478
SEH1L	-6.11452588	-2.06687912	-2.94751896
SEL1L	-1.85275542	-1.08975695	-1.44670323
SEL1L2	-6.14466297	-2.19919456	-3.75378431
SEL1L3	-1.90406958	-1.24032997	-1.53491103
SELE	-5.80900414	-1.60166882	-2.17977596
SELENBP1	-6.05762752	-1.87972248	-2.74872673
SELK	-6.18778114	-1.86279534	-3.28781951
SELL	-5.82728363	-1.29634794	-1.88740882
SELM	-6.18632321	-1.97946458	-5.06330044
SELO	-6.10920132	-2.12817108	-2.98672824
SELP	-6.03738939	-2.14319757	-3.20623326
SELPLG	-6.18920216	-1.40269135	-3.53665259
SELT	-6.07158259	-1.52732336	-2.14668739
SELV	-6.14287984	-2.10646248	-4.28387742
SEMA3A	-1.81898206	-1.14575226	-1.45457852
SEMA3C	-2.99236141	-1.24957239	-1.79473587
SEMA3D	-3.98784871	-1.26803948	-1.89503221
SEMA3E	-2.06259594	-1.28264648	-1.58489861
SEMA3F	-1.62074586	-0.92149243	-1.29149014
SEMA3G	-6.00755461	-1.92720073	-2.73872696
SEMA4A	-1.94163047	-1.06836486	-1.47750424
SEMA4B	-1.95297486	-1.12067648	-1.52006798
SEMA4C	-3.8231093	-1.1343429	-1.78218953
SEMA4D	-1.28733128	-0.25545786	-0.78038195
SEMA4F	-6.04312476	-2.03789966	-3.14787741
SEMA4G	-6.12365009	-2.12527162	-3.20883337
SEMA5A	-1.96583386	-1.27997149	-1.57807507
SEMA5B	-5.77152477	-1.72519383	-2.46403533
SEMA6A	-1.45132125	-0.46266428	-0.95962684
SEMA6B	-1.94283176	-1.07099452	-1.48272287
SEMA6C	-2.3628904	-1.34754586	-1.69832045
SEMA6D	-1.13888985	-0.21606549	-0.66588308
SEMA7A	-1.36052345	-0.27606215	-0.81126159
SEMG1	-4.80132044	-0.0016958	-0.87336956
SEMG2	-5.8225413	-0.10058948	-1.03597055
SENP1	-1.35626589	-0.41826304	-0.93334073
SENP2	-0.98701022	-0.06404237	-0.45710939
SENP3	-1.01217888	-0.06557414	-0.47832492
SENP5	-1.34315047	-0.27322649	-0.81757378
SENP6	-1.66285086	-1.06364422	-1.38091426
SENP7	-1.90749571	-1.2880442	-1.55311182
SENP8	-6.16585516	-1.66591517	-2.46244276
SEP15	-5.92558621	-0.51125475	-1.43635445
SEPHS1	-1.46483815	-0.09483147	-0.7673802
SEPHS2	-4.19525414	-0.43692705	-1.4090844
SEPN1	-5.61020405	-1.42627588	-1.99360714
SEPP1	-6.14581113	-2.12831324	-3.0787806
SEPSECS	-5.52777013	-1.35878137	-1.9298108
SEPT10	-4.8118158	-0.98485813	-1.65545099
SEPT11	-1.17826336	-0.08317655	-0.52643461
SEPT12	-6.22486672	-2.36275994	-4.00068152
SEPT14	-6.02217638	-1.60025003	-2.37807905
SEPT2	-1.24042928	-0.08688187	-0.59837731
SEPT3	-1.47540515	-0.31676259	-0.89747848
SEPT4	-5.20848864	-1.22054869	-1.91982512
SEPT5	-1.25523859	-0.0906387	-0.6058555
SEPT7	-1.24237829	-0.08934263	-0.57701278
SEPT8	-4.28497958	-0.83858068	-1.57506026
SEPT9	-1.20492239	-0.08664836	-0.55281768
SEPW1	-6.08947954	-1.50921406	-2.28215273
SERAC1	-2.94970578	-1.2626546	-1.78852821
SERBP1	-1.45105398	-0.46406552	-0.98258554
SERF2	-5.45701253	-0.01406408	-0.91024332
SERGEF	-6.09821672	-2.48804576	-3.79699088
SERHL2	-6.09629603	-2.22881427	-2.98303713
SERINC1	-1.73422173	-0.56091851	-1.22206556
SERINC2	-6.05838266	-1.82177313	-2.86330821
SERINC3	-4.64586318	-0.97137201	-1.644904
SERINC4	-5.97765069	-1.72770042	-2.37894432
SERINC5	-2.43887471	-1.09545035	-1.5900855
SERP1	-5.84381808	-0.11090185	-1.0354253
SERP2	-5.83727869	-0.11441905	-1.05266804
SERPINA1	-6.20418612	-2.14595131	-3.46639931
SERPINA10	-6.16973092	-2.80071042	-5.19717947
SERPINA11	-6.07928705	-1.71753514	-2.35609773
SERPINA12	-6.16890036	-2.58927579	-4.39285586
SERPINA3	-6.18407618	-2.08723646	-3.23651097
SERPINA4	-6.09573855	-1.71718469	-2.39021781
SERPINA5	-6.12515079	-1.68700535	-2.3514141
SERPINA6	-6.09172657	-1.63273142	-2.2607589
SERPINA9	-6.13049043	-2.48894294	-3.40350928
SERPINB1	-6.14906983	-1.96174369	-3.17825772
SERPINB10	-6.09874205	-2.13487843	-3.24015819
SERPINB11	-6.15207091	-2.04373496	-3.86977131
SERPINB12	-6.10343725	-2.03060237	-3.47113909
SERPINB13	-6.12444175	-2.00140048	-3.03518711
SERPINB2	-6.14305918	-2.02181311	-3.11154136
SERPINB3	-6.14561467	-2.10641462	-3.82808923
SERPINB4	-6.18083258	-2.18330631	-3.43923857
SERPINB5	-3.33025139	-0.14167409	-1.20996981
SERPINB6	-6.05471625	-1.53436543	-2.14425403
SERPINB7	-6.19078759	-2.30723673	-3.4939534
SERPINB8	-6.2026215	-2.30217629	-3.89696092
SERPINB9	-6.15536691	-2.07787666	-3.36524636
SERPINC1	-1.19073583	-0.08438156	-0.55189696
SERPIND1	-5.94437735	-1.52135409	-2.08860228
SERPINE1	-5.46810884	-0.83883659	-1.60854931
SERPINE2	-1.72087679	-0.34877731	-1.08731173
SERPINE3	-1.72542537	-0.33800356	-1.03448709
SERPINF1	-6.00214458	-1.65492428	-2.42369011
SERPINF2	-2.3075306	-0.7404164	-1.42878675
SERPING1	-1.46339476	-0.09214405	-0.66294109
SERPINH1	-2.28583195	-0.48909223	-1.3346168
SERPINI1	-1.66853789	-0.33342653	-1.03241835
SERPINI2	-6.12944786	-2.05141961	-4.01717956
SERTAD1	-5.73939593	-0.07882319	-1.02532504
SERTAD2	-2.5637307	-0.00187181	-0.84270946
SERTAD3	-6.10179956	-1.14672384	-1.85803641
SERTAD4	-6.08761028	-2.08003707	-3.00645031
SERTM1	-6.11542023	-0.2563736	-1.20779322
SESN1	-2.23197637	-0.91370902	-1.47472989
SESN2	-5.8996239	-1.58468037	-2.34614099
SESN3	-1.74205138	-0.73819488	-1.26703744
SESTD1	-1.22234922	-0.24589006	-0.74641053
SET	-1.47271511	-0.09980007	-0.66979498
SETBP1	-0.93999777	-0.05655016	-0.39536158
SETD1A	-1.03043455	-0.17590985	-0.58377243
SETD1B	-1.04025334	-0.06850114	-0.41299471
SETD2	-1.3431626	-0.76477111	-1.06834462
SETD3	-1.4510978	-0.46107391	-1.01213105
SETD4	-6.20152107	-2.33675748	-3.69606039
SETD5	-0.98385063	-0.16657376	-0.57347921
SETD6	-6.22825039	-2.40732255	-3.72775056
SETD7	-6.09444097	-1.80018623	-2.65684063
SETD8	-1.27550754	-0.09231199	-0.62543483
SETD9	-6.20908854	-2.24237043	-3.62750551
SETDB1	-1.40132045	-0.71611606	-1.05947012
SETDB2	-2.06952281	-1.23235536	-1.57867239
SETMAR	-6.10476959	-1.87264512	-3.00815085
SETX	-1.61955622	-1.15163983	-1.39243082
SEZ6	-3.40804749	-1.28021869	-1.85458832
SEZ6L	-2.02419217	-1.21018515	-1.56911085
SEZ6L2	-2.81518528	-1.25631035	-1.73378393
SF1	-1.17648679	-0.08320808	-0.62132968
SF3A1	-1.76094619	-0.94376872	-1.35686064
SF3A2	-1.43811668	-0.09825103	-0.69869756
SF3A3	-0.96583301	-0.05941584	-0.40734863
SF3B1	-0.79729338	-0.0421966	-0.31934011
SF3B14	-3.19766175	-0.00727123	-0.84308343
SF3B2	-5.43268266	-1.63022764	-2.1729749
SF3B3	-1.31485411	-0.58523861	-0.97884697
SF3B4	-1.30862529	-0.09224748	-0.62600425
SF3B5	-5.96844852	-0.18022625	-1.13655448
SFI1	-5.6634934	-2.03359308	-2.95286632
SFMBT1	-1.66817312	-0.89569984	-1.32110034
SFMBT2	-0.89830335	-0.05477769	-0.39799911
SFN	-1.58600682	-0.0857323	-0.70989231
SFPQ	-1.03135876	-0.06844472	-0.44762053
SFR1	-6.19893035	-2.11045593	-3.52220044
SFRP1	-1.99376001	-0.01225139	-0.80909052
SFRP2	-2.93738255	-0.14849814	-1.19273796
SFRP4	-5.72642013	-1.05928876	-1.71937013
SFRP5	-6.16124062	-2.04221492	-2.96749618
SFSWAP	-1.24029271	-0.24661366	-0.76608862
SFT2D1	-6.16522927	-2.19625565	-3.77336778
SFT2D2	-6.09949807	-1.7370505	-3.0285009
SFT2D3	-6.161934	-0.30685629	-1.26413246
SFTA2	-6.01930763	-0.2041947	-1.11669859
SFTA3	-5.55546628	-0.03177765	-0.97396541
SFTPA1	-5.79920986	-0.44136061	-1.40969917
SFTPA2	-4.45589078	-0.01060863	-0.89697502
SFTPB	-5.86057494	-1.42535723	-2.11464054
SFTPC	-5.49306647	-0.61951944	-1.49683839
SFTPD	-5.83868477	-1.28456382	-1.87553336
SFXN1	-4.79061357	-0.86283031	-1.60163451
SFXN2	-6.14563012	-2.60955888	-4.02457738
SFXN3	-6.04292859	-2.11637337	-3.30594067
SFXN4	-5.75822973	-1.56147205	-2.13711629
SFXN5	-6.13395503	-2.1483406	-3.43792684
SGCA	-5.1815681	-0.74220346	-1.54686283
SGCB	-6.12697659	-1.89752973	-3.03306216
SGCD	-3.26314612	-0.67210151	-1.49305505
SGCE	-6.05412166	-1.99045999	-2.9206796
SGCG	-5.90568786	-1.35700451	-1.93371688
SGCZ	-6.13545397	-2.09895717	-2.97467581
SGIP1	-1.35691246	-0.41666568	-0.93107202
SGK1	-5.54253556	-1.43597198	-2.01115841
SGK2	-6.15822731	-2.12992787	-3.15883777
SGK223	-6.02260567	-2.09778171	-3.27591729
SGK3	-3.41156378	-1.14582209	-1.71411875
SGK494	-6.1584247	-2.5115298	-3.68455369
SGMS1	-1.14847598	-0.07601573	-0.59747544
SGMS2	-2.17597525	-0.92732907	-1.47155033
SGOL1	-5.97795743	-1.74964709	-2.37539361
SGOL2	-2.66514792	-1.2699848	-1.71839131
SGPL1	-1.85436324	-0.88739014	-1.35622558
SGPP1	-3.36654179	-0.39383202	-1.37086767
SGPP2	-5.49943494	-0.61708675	-1.48733926
SGSH	-4.40119467	-0.85332591	-1.58750311
SGSM1	-1.99951036	-1.29740668	-1.59553613
SGSM2	-5.66346624	-1.53841088	-2.21185856
SGSM3	-4.61495651	-1.27244307	-1.96100626
SGTA	-1.35640143	-0.0996611	-0.65172552
SGTB	-1.64300052	-0.33393613	-1.04416232
SH2B1	-1.36074124	-0.27833458	-0.84650479
SH2B2	-1.7144921	-0.33941387	-1.05698589
SH2B3	-3.83643844	-0.96106933	-1.61552637
SH2D1B	-6.07310557	-1.52961594	-2.25163738
SH2D2A	-5.96735942	-1.53923447	-2.09968969
SH2D3A	-6.03843556	-2.00337393	-3.50410609
SH2D3C	-3.62474333	-1.22883663	-1.78150838
SH2D4A	-6.04273868	-2.25991359	-3.21864883
SH2D4B	-6.1614525	-2.24829503	-3.56100151
SH2D5	-6.08305359	-1.91824093	-3.04374282
SH2D6	-6.14650145	-2.07562215	-4.42949131
SH2D7	-6.01832396	-1.71523628	-2.3563495
SH3BGR	-5.67462779	-0.6717742	-1.51939514
SH3BGRL2	-6.14145108	-1.95813444	-4.42115126
SH3BGRL3	-2.17011853	-0.00790769	-0.83109797
SH3BP1	-3.17116773	-0.96557297	-1.61065285
SH3BP2	-6.03330818	-1.9982584	-3.01316733
SH3BP4	-1.71980165	-0.73006613	-1.23816565
SH3BP5	-1.26535748	-0.08931196	-0.57217196
SH3BP5L	-1.70398738	-0.54852528	-1.1666571
SH3D19	-2.52324835	-1.38504659	-1.76033443
SH3D21	-5.99093558	-1.8350946	-2.58768541
SH3GL1	-5.48294285	-1.13783205	-1.7590915
SH3GL2	-4.89709395	-1.14859757	-1.75116757
SH3GL3	-5.76022508	-1.47801151	-2.05106889
SH3GLB1	-1.365166	-0.09655919	-0.671329
SH3GLB2	-5.96136875	-1.56838122	-2.13823961
SH3PXD2A	-1.8040839	-1.06932836	-1.42561683
SH3PXD2B	-1.97081079	-1.12490978	-1.50086578
SH3RF1	-1.84284936	-0.97466166	-1.41341651
SH3RF2	-6.13930654	-2.18866331	-3.57409817
SH3RF3	-1.48402795	-0.32299837	-0.91035041
SH3TC1	-6.12168873	-2.39264686	-3.28360465
SH3TC2	-5.95190397	-2.07354231	-2.8936624
SH3YL1	-6.08127157	-2.09665171	-3.231462
SHANK1	-1.40759065	-0.72319413	-1.08726039
SHANK2	-1.50859504	-0.89205826	-1.21334516
SHANK3	-0.96928638	-0.05992848	-0.39284417
SHARPIN	-5.75244056	-1.23954599	-1.83673569
SHB	-2.02570443	-0.55017681	-1.29908905
SHBG	-6.14725262	-2.11311439	-3.13962931
SHC1	-1.9846655	-0.79251594	-1.37883781
SHC2	-6.06973409	-1.88993918	-2.81135053
SHC3	-3.37380629	-0.94622312	-1.60749124
SHC4	-4.13583824	-1.2695842	-1.82245469
SHCBP1	-6.1995101	-2.31285947	-3.60996777
SHCBP1L	-6.14814279	-2.23602118	-3.75717844
SHD	-6.00643586	-1.54390307	-2.13544517
SHE	-1.15802433	-0.08154767	-0.51092455
SHF	-4.81542304	-0.99414003	-1.66056765
SHFM1	-5.55655142	-0.02302767	-0.98584998
SHH	-1.6432327	-0.07597194	-0.73282892
SHISA2	-1.9864144	-0.01562795	-0.78309071
SHISA3	-6.04153172	-1.04412821	-1.76853904
SHISA4	-6.10876341	-1.65629565	-2.5748731
SHISA5	-6.1875357	-2.31547297	-3.45282473
SHISA6	-1.51636185	-0.09960012	-0.79329366
SHISA7	-5.69930049	-0.08065751	-1.04096097
SHISA9	-3.62317815	-0.19094471	-1.29624023
SHKBP1	-4.68993352	-1.2154649	-1.88409952
SHMT1	-6.11276935	-2.11283806	-3.27982275
SHMT2	-4.42222237	-1.18823578	-1.84784843
SHOC2	-1.26208443	-0.09288512	-0.60433782
SHOX2	-5.97822029	-1.34769684	-1.92988926
SHPRH	-1.78940747	-1.3363236	-1.53890437
SHQ1	-6.16542428	-2.21712056	-3.59091391
SHROOM1	-5.2558617	-1.15541506	-1.77146082
SHROOM3	-6.02297565	-2.59791226	-3.62326849
SI	-5.21631974	-1.78190471	-2.77004874
SIAE	-5.97242453	-1.73315485	-2.39830708
SIAH1	-1.32095813	-0.09466883	-0.60599004
SIAH2	-3.96195733	-0.00342968	-0.8283894
SIAH3	-6.14626715	-1.60217073	-2.29134386
SIDT1	-6.07173833	-2.16524222	-3.47691245
SIDT2	-2.26233806	-1.38963617	-1.70266079
SIGIRR	-5.49958285	-1.13417192	-1.75980801
SIGLEC1	-6.12268159	-2.7025571	-3.53546263
SIGLEC10	-5.92854145	-1.73665176	-2.48457668
SIGLEC11	-6.03942137	-2.00932907	-3.27205198
SIGLEC12	-6.29702793	-3.8806385	-5.58204416
SIGLEC14	-2.03689963	-0.28956267	-1.15309579
